Address_Range,Council_District,HPD_Beat,HPD_District,HPD_Division,Offense,Premise_Type,SNB_Name,SNB_No,Time_Begun,Full_time,Weekday,Month,Time,lat,lon,Estimated_Population
1600-1699 CROCKETT,H,2A40,2,Central Division,Theft,"Road, Street, or Sidewalk",WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1471582740000.0,2016-08-18 23:59:00,Thursday,August,23:59:00,29.773737,-95.3736206,"173,195"
2100-2199 YALE,C,2A30,2,Central Division,Auto Theft,Miscellaneous Business (N,GREATER HEIGHTS,15,1470645240000.0,2016-08-08 03:34:00,Monday,August,03:34:00,29.805117,-95.39902540000001,"173,195"
900-999 STUDEMONT,H,2A50,2,Central Division,Theft,"Road, Street, or Sidewalk",WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1471107600000.0,2016-08-13 12:00:00,Saturday,August,12:00:00,29.767912699999997,-95.3922588,"173,195"
500-599 MCKINNEY,I,1A10,1,Special Operations Division,Robbery,"Libraries, Museums",DOWNTOWN,61,1470502800000.0,2016-08-06 12:00:00,Saturday,August,12:00:00,29.759431,-95.36995300000001,"173,195"
1400-1499 WORMS,B,7C10,7,Northeast Division,Burglary,"Church, Synagogue, or Tem",GREATER FIFTH WARD,55,1471644000000.0,2016-08-19 17:00:00,Friday,August,17:00:00,29.773448699999996,-95.33125720000001,"250,444"
1700-1799 DART,H,2A40,2,Central Division,Burglary,"Road, Street, or Sidewalk",WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1470987720000.0,2016-08-12 02:42:00,Friday,August,02:42:00,29.7700364,-95.374705,"173,195"
900-999 CROSSTIMBERS,H,3B40,3,North Division,Theft,Bus Stop,INDEPENDENCE HEIGHTS,13,1471013520000.0,2016-08-12 09:52:00,Friday,August,09:52:00,29.82837,-95.386438,"228,390"
3000-3099 N DURHAM,C,3B30,3,North Division,Theft,"Road, Street, or Sidewalk",CENTRAL NORTHWEST,12,1472324400000.0,2016-08-27 14:00:00,Saturday,August,14:00:00,29.814154700000003,-95.4106236,"228,390"
8600-8699 JENSEN,H,7C30,7,Northeast Division,Aggravated Assault,Grocery Store or Supermar,EASTEX - JENSEN AREA,46,1471176720000.0,2016-08-14 07:12:00,Sunday,August,07:12:00,29.8382168,-95.342773,"250,444"
100-199 YALE ,C,2A50,2,Central Division,Theft,Grocery Store or Supermar,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1470834600000.0,2016-08-10 08:10:00,Wednesday,August,08:10:00,29.7717266,-95.3988981,"173,195"
2200-2299 N SHEPHERD,C,2A30,2,Central Division,Theft,Restaurant or Cafeteria P,GREATER HEIGHTS,15,1470839400000.0,2016-08-10 09:30:00,Wednesday,August,09:30:00,29.8067076,-95.4098046,"173,195"
2800-2899 N DURHAM,C,2A60,2,Central Division,Theft,Restaurant or Cafeteria P,GREATER HEIGHTS,15,1471293960000.0,2016-08-15 15:46:00,Monday,August,15:46:00,29.8119104,-95.412267,"173,195"
100-199 YALE ,C,2A50,2,Central Division,Theft,Grocery Store or Supermar,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1471446000000.0,2016-08-17 10:00:00,Wednesday,August,10:00:00,29.7717266,-95.3988981,"173,195"
1800-1899 N SHEPHERD,C,2A30,2,Central Division,Theft,Restaurant or Cafeteria P,GREATER HEIGHTS,15,1471451400000.0,2016-08-17 11:30:00,Wednesday,August,11:30:00,29.8133498,-95.4103185,"173,195"
1300-1399 GROVE,B,7C10,7,Northeast Division,Burglary,"Church, Synagogue, or Tem",GREATER FIFTH WARD,55,1471183200000.0,2016-08-14 09:00:00,Sunday,August,09:00:00,29.772536100000004,-95.3366522,"250,444"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Clothing Store,NORTHSIDE/NORTHLINE,45,1470237600000.0,2016-08-03 10:20:00,Wednesday,August,10:20:00,29.828934399999998,-95.3796783,"228,390"
4200-4299 CROSSTIMBERS,B,8C10,8,Northeast Division,Theft,Service or Gas Station,TRINITY / HOUSTON GARDENS,48,1470225000000.0,2016-08-03 06:50:00,Wednesday,August,06:50:00,29.8291797,-95.32888879999999,"250,444"
400-499 NORTHLINE MALL,H,3B50,3,North Division,Auto Theft,Mall Parking Lot,NORTHSIDE/NORTHLINE,45,1470063600000.0,2016-08-01 10:00:00,Monday,August,10:00:00,29.868413500000003,-95.3978172,"228,390"
4100-4199 YALE,H,3B40,3,North Division,Burglary,Vacant Other Out Build/Mo,INDEPENDENCE HEIGHTS,13,1470225960000.0,2016-08-03 07:06:00,Wednesday,August,07:06:00,29.823722600000004,-95.39952779999999,"228,390"
5000-5099 CHAPMAN,H,2A10,2,Central Division,Auto Theft,Convenience Store Parking,NEAR NORTHSIDE,51,1471771740000.0,2016-08-21 04:29:00,Sunday,August,04:29:00,29.805094300000004,-95.3544227,"173,195"
5200-5299 KELLEY,B,7C20,7,Northeast Division,Burglary,"Church, Synagogue, or Tem",KASHMERE GARDENS,52,1471802400000.0,2016-08-21 13:00:00,Sunday,August,13:00:00,29.8131061,-95.3186948,"250,444"
700-799 CAPITOL,I,1A10,1,Special Operations Division,Auto Theft,"Road, Street, or Sidewalk",DOWNTOWN,61,1470579540000.0,2016-08-07 09:19:00,Sunday,August,09:19:00,29.7607245,-95.3657551,"173,195"
500-599 W 24TH,C,2A30,2,Central Division,Aggravated Assault,Apartment,GREATER HEIGHTS,15,1469943720000.0,2016-07-31 00:42:00,Sunday,July,00:42:00,29.8079035,-95.4059923,"173,195"
1800-1899 LINE,H,2A10,2,Central Division,Aggravated Assault,"Road, Street, or Sidewalk",NEAR NORTHSIDE,51,1471044600000.0,2016-08-12 18:30:00,Friday,August,18:30:00,29.7847255,-95.3507704,"173,195"
3300-3399 MELBOURNE,H,7C20,7,Northeast Division,Aggravated Assault,Residence or House,EASTEX - JENSEN AREA,46,1469873460000.0,2016-07-30 05:11:00,Saturday,July,05:11:00,29.8170782,-95.33830090000001,"250,444"
7600-7699 CURRY,H,7C30,7,Northeast Division,Aggravated Assault,"Road, Street, or Sidewalk",EASTEX - JENSEN AREA,46,1472216400000.0,2016-08-26 08:00:00,Friday,August,08:00:00,29.828173100000004,-95.33770759999999,"250,444"
6000-6099 KASHMERE,B,7C20,7,Northeast Division,Theft,Apartment Parking Lot,TRINITY / HOUSTON GARDENS,48,1470081600000.0,2016-08-01 15:00:00,Monday,August,15:00:00,29.814296999999996,-95.3242936,"250,444"
7000-7099 AMBER,H,3B50,3,North Division,Auto Theft,Driveway,NORTHSIDE/NORTHLINE,45,1471681320000.0,2016-08-20 03:22:00,Saturday,August,03:22:00,29.8232846,-95.373827,"228,390"
3800-3899 COLLINGSWORTH,B,7C20,7,Northeast Division,Burglary,Residence or House,GREATER FIFTH WARD,55,1472050800000.0,2016-08-24 10:00:00,Wednesday,August,10:00:00,29.7939302,-95.3328306,"250,444"
900-999 BYRNE,H,2A30,2,Central Division,Aggravated Assault,Residence or House,GREATER HEIGHTS,15,1470593160000.0,2016-08-07 13:06:00,Sunday,August,13:06:00,29.7840767,-95.3820577,"173,195"
4000-4099 RAWLEY,B,7C10,7,Northeast Division,Aggravated Assault,"Road, Street, or Sidewalk",GREATER FIFTH WARD,55,1470337200000.0,2016-08-04 14:00:00,Thursday,August,14:00:00,29.778948,-95.3305045,"250,444"
6300-6399 GAY ,H,3B50,3,North Division,Theft,Residence or House,NEAR NORTHSIDE,51,1470251640000.0,2016-08-03 14:14:00,Wednesday,August,14:14:00,29.815368,-95.37171040000001,"228,390"
1600-1699 CHAPMAN,H,2A10,2,Central Division,Burglary,"Utility Company, Electric",NEAR NORTHSIDE,51,1471518000000.0,2016-08-18 06:00:00,Thursday,August,06:00:00,29.775522,-95.3537895,"173,195"
1400-1499 BARDWELL,H,2A10,2,Central Division,Aggravated Assault,Bar or Night Club,NEAR NORTHSIDE,51,1469847780000.0,2016-07-29 22:03:00,Friday,July,22:03:00,29.790635899999998,-95.35406970000001,"173,195"
2000-2099 BRACKENRIDGE,B,7C10,7,Northeast Division,Robbery,"Road, Street, or Sidewalk",GREATER FIFTH WARD,55,1470666660000.0,2016-08-08 09:31:00,Monday,August,09:31:00,29.7795891,-95.34098759999999,"250,444"
200-299 E 36TH,H,3B40,3,North Division,Aggravated Assault,"Road, Street, or Sidewalk",INDEPENDENCE HEIGHTS,13,1471541700000.0,2016-08-18 12:35:00,Thursday,August,12:35:00,29.818849,-95.3968447,"228,390"
1300-1399 PRAIRIE,I,1A10,1,Special Operations Division,Aggravated Assault,"Road, Street, or Sidewalk",DOWNTOWN,61,1470168000000.0,2016-08-02 15:00:00,Tuesday,August,15:00:00,29.7591751,-95.3593016,"173,195"
300-399 E 40TH,H,3B40,3,North Division,Robbery,"Road, Street, or Sidewalk",INDEPENDENCE HEIGHTS,13,1471641600000.0,2016-08-19 16:20:00,Friday,August,16:20:00,29.8221761,-95.3961748,"228,390"
1800-1899 N SHEPHERD,C,2A30,2,Central Division,Theft,Restaurant or Cafeteria P,GREATER HEIGHTS,15,1469910600000.0,2016-07-30 15:30:00,Saturday,July,15:30:00,29.8133498,-95.4103185,"173,195"
4700-4799 MARABLE,H,3B40,3,North Division,Auto Theft,Driveway,INDEPENDENCE HEIGHTS,13,1471420800000.0,2016-08-17 03:00:00,Wednesday,August,03:00:00,29.8338124,-95.3885316,"228,390"
1700-1799 SHEARN,H,2A40,2,Central Division,Theft,"Road, Street, or Sidewalk",WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1470649260000.0,2016-08-08 04:41:00,Monday,August,04:41:00,29.774195000000002,-95.375404,"173,195"
500-599 BENNINGTON,H,3B50,3,North Division,Theft,Residence or House,NORTHSIDE/NORTHLINE,45,1470372360000.0,2016-08-04 23:46:00,Thursday,August,23:46:00,29.821475399999997,-95.36806779999999,"228,390"
2900-2999 CETTI,H,2A10,2,Central Division,Robbery,"Road, Street, or Sidewalk",NEAR NORTHSIDE,51,1470398520000.0,2016-08-05 07:02:00,Friday,August,07:02:00,29.7880877,-95.3586179,"173,195"
2400-2499 KATY ,H,2A40,2,Central Division,Robbery,Restaurant or Cafeteria P,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1471670400000.0,2016-08-20 00:20:00,Saturday,August,00:20:00,29.809902,-95.8092576,"173,195"
5400-5499 CAVALCADE,B,7C20,7,Northeast Division,Theft,"Road, Street, or Sidewalk",KASHMERE GARDENS,52,1470853800000.0,2016-08-10 13:30:00,Wednesday,August,13:30:00,29.8002984,-95.31689320000001,"250,444"
4300-4399 CRANE,B,7C20,7,Northeast Division,Theft,Restaurant or Cafeteria P,KASHMERE GARDENS,52,1470189060000.0,2016-08-02 20:51:00,Tuesday,August,20:51:00,29.796625,-95.326174,"250,444"
8000-8099 FULTON ST IB,H,3B50,3,North Division,Robbery,University or College,NORTHSIDE/NORTHLINE,45,1472353260000.0,2016-08-27 22:01:00,Saturday,August,22:01:00,29.833196700000002,-95.37605009999999,"228,390"
100-199 E 23RD,C,2A30,2,Central Division,Theft,Residence or House,GREATER HEIGHTS,15,1469890860000.0,2016-07-30 10:01:00,Saturday,July,10:01:00,29.8069784,-95.39926750000001,"173,195"
1400-1499 WORMS,B,7C10,7,Northeast Division,Burglary,"Church, Synagogue, or Tem",GREATER FIFTH WARD,55,1471060020000.0,2016-08-12 22:47:00,Friday,August,22:47:00,29.773448699999996,-95.33125720000001,"250,444"
200-299 W 20TH,C,2A30,2,Central Division,Theft,Grocery Store or Supermar,GREATER HEIGHTS,15,1471014000000.0,2016-08-12 10:00:00,Friday,August,10:00:00,29.803675899999995,-95.3998463,"173,195"
4900-4999 AIRLINE,H,3B50,3,North Division,Aggravated Assault,Service or Gas Station,NORTHSIDE/NORTHLINE,45,1470480840000.0,2016-08-06 05:54:00,Saturday,August,05:54:00,29.8372425,-95.38427879999999,"228,390"
1900-1999 MARY,B,7C10,7,Northeast Division,Rape,Residence or House,GREATER FIFTH WARD,55,1470457320000.0,2016-08-05 23:22:00,Friday,August,23:22:00,29.778557300000003,-95.3466491,"250,444"
7200-7299 JENSEN,H,7C30,7,Northeast Division,Aggravated Assault,Apartment,EASTEX - JENSEN AREA,46,1471819200000.0,2016-08-21 17:40:00,Sunday,August,17:40:00,29.8245518,-95.34257099999999,"250,444"
4200-4299 NORTH ,H,3B50,3,North Division,Burglary,Restaurant or Cafeteria P,NORTHSIDE/NORTHLINE,45,1470802440000.0,2016-08-09 23:14:00,Tuesday,August,23:14:00,29.825951300000003,-95.3795323,"228,390"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Grocery Store or Supermar,NORTHSIDE/NORTHLINE,45,1470000600000.0,2016-07-31 16:30:00,Sunday,July,16:30:00,29.828934399999998,-95.3796783,"228,390"
900-999 WASHINGTON,H,2A40,2,Central Division,Theft,Train (Not Metro) Termina,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1470063600000.0,2016-08-01 10:00:00,Monday,August,10:00:00,29.7664928,-95.3678833,"173,195"
3400-3499 LYONS,B,7C10,7,Northeast Division,Auto Theft,Residence or House,GREATER FIFTH WARD,55,1472359080000.0,2016-08-27 23:38:00,Saturday,August,23:38:00,29.7758803,-95.33575379999999,"250,444"
100-199 HEIGHTS,C,2A50,2,Central Division,Burglary,Convenience Store,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1470372120000.0,2016-08-04 23:42:00,Thursday,August,23:42:00,29.7704001,-95.39715509999999,"173,195"
800-899 STUDEWOOD,H,2A30,2,Central Division,Theft,Bar or Night Club,GREATER HEIGHTS,15,1469912400000.0,2016-07-30 16:00:00,Saturday,July,16:00:00,29.7853652,-95.38773590000001,"173,195"
2800-2899 BOSTIC,H,7C30,7,Northeast Division,Theft,Residence or House,EASTEX - JENSEN AREA,46,1472212800000.0,2016-08-26 07:00:00,Friday,August,07:00:00,29.835771100000002,-95.3427016,"250,444"
1100-1199 FINCH,H,2A10,2,Central Division,Theft,"Road, Street, or Sidewalk",NEAR NORTHSIDE,51,1470066060000.0,2016-08-01 10:41:00,Monday,August,10:41:00,29.797363,-95.3571603,"173,195"
1200-1299 GRIFFIN,H,2A10,2,Central Division,Rape,"Hotel, Motel, Inn, Etc.",NEAR NORTHSIDE,51,1471203300000.0,2016-08-14 14:35:00,Sunday,August,14:35:00,29.8084598,-95.35647409999999,"173,195"
2300-2399 JENSEN,B,7C10,7,Northeast Division,Robbery,"Road, Street, or Sidewalk",GREATER FIFTH WARD,55,1470706320000.0,2016-08-08 20:32:00,Monday,August,20:32:00,29.782697,-95.342114,"250,444"
3600-3699 EASTEX ,H,7C20,7,Northeast Division,Robbery,"Road, Street, or Sidewalk",KASHMERE GARDENS,52,1471630800000.0,2016-08-19 13:20:00,Friday,August,13:20:00,29.937369399999994,-95.2961567,"250,444"
1000-1099 MELWOOD,H,2A20,2,Central Division,Theft,Miscellaneous Business (N,GREATER HEIGHTS,15,1470050820000.0,2016-08-01 06:27:00,Monday,August,06:27:00,29.7940881,-95.37630250000001,"173,195"
3600-3699 N MAIN,H,2A20,2,Central Division,Theft,Restaurant or Cafeteria,GREATER HEIGHTS,15,1471730040000.0,2016-08-20 16:54:00,Saturday,August,16:54:00,29.790983,-95.3726921,"173,195"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Department or Discount St,NORTHSIDE/NORTHLINE,45,1470504240000.0,2016-08-06 12:24:00,Saturday,August,12:24:00,29.828934399999998,-95.3796783,"228,390"
4300-4399 AIRLINE,H,3B40,3,North Division,Theft,Service or Gas Station,INDEPENDENCE HEIGHTS,13,1470098760000.0,2016-08-01 19:46:00,Monday,August,19:46:00,29.8278474,-95.38460740000001,"228,390"
200-299 20TH ,C,2A30,2,Central Division,Burglary,Bank,GREATER HEIGHTS,15,1471437900000.0,2016-08-17 07:45:00,Wednesday,August,07:45:00,29.803675899999995,-95.3998463,"173,195"
1000-1099 ARLINGTON,C,2A30,2,Central Division,Aggravated Assault,Residence or House,GREATER HEIGHTS,15,1471435200000.0,2016-08-17 07:00:00,Wednesday,August,07:00:00,29.8149471,-95.3946522,"173,195"
3800-3899 IRVINGTON,H,2A10,2,Central Division,Aggravated Assault,"Road, Street, or Sidewalk",NEAR NORTHSIDE,51,1469914620000.0,2016-07-30 16:37:00,Saturday,July,16:37:00,29.7950962,-95.36064809999999,"173,195"
800-899 W 25TH,C,2A60,2,Central Division,Aggravated Assault,Apartment,GREATER HEIGHTS,15,1470439740000.0,2016-08-05 18:29:00,Friday,August,18:29:00,29.8088317,-95.4123696,"173,195"
1500-1599 MORRIS,H,2A10,2,Central Division,Aggravated Assault,Residence or House,NEAR NORTHSIDE,51,1471774320000.0,2016-08-21 05:12:00,Sunday,August,05:12:00,29.789508,-95.60858449999999,"173,195"
7400-7499 CHASE,H,7C30,7,Northeast Division,Auto Theft,Driveway,EASTEX - JENSEN AREA,46,1471044600000.0,2016-08-12 18:30:00,Friday,August,18:30:00,29.826458000000002,-95.3462504,"250,444"
3000-3099 SUMPTER,B,7C10,7,Northeast Division,Theft,Apartment,GREATER FIFTH WARD,55,1471147200000.0,2016-08-13 23:00:00,Saturday,August,23:00:00,29.7797288,-95.3393939,"250,444"
4900-4999 MARABLE,H,3B40,3,North Division,Burglary,Apartment,INDEPENDENCE HEIGHTS,13,1470051000000.0,2016-08-01 06:30:00,Monday,August,06:30:00,29.8379141,-95.3894355,"228,390"
4700-4799 WAYNE,B,7C20,7,Northeast Division,Aggravated Assault,"Road, Street, or Sidewalk",KASHMERE GARDENS,52,1470780660000.0,2016-08-09 17:11:00,Tuesday,August,17:11:00,29.8030249,-95.32589890000001,"250,444"
7600-7699 JENSEN,H,7C30,7,Northeast Division,Robbery,Service or Gas Station,EASTEX - JENSEN AREA,46,1472002200000.0,2016-08-23 20:30:00,Tuesday,August,20:30:00,29.827899,-95.342062,"250,444"
000-099 RIESNER,H,2A40,2,Central Division,Theft,Residence or House,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1470062520000.0,2016-08-01 09:42:00,Monday,August,09:42:00,29.7650752,-95.37125350000001,"173,195"
1200-1299 NOBLE,H,2A10,2,Central Division,Theft,Residence or House,NEAR NORTHSIDE,51,1469950200000.0,2016-07-31 02:30:00,Sunday,July,02:30:00,29.780416600000002,-95.3560888,"173,195"
4600-4699 AIRLINE,H,3B50,3,North Division,Robbery,"Road, Street, or Sidewalk",NORTHSIDE/NORTHLINE,45,1470108600000.0,2016-08-01 22:30:00,Monday,August,22:30:00,29.831697899999998,-95.38429479999999,"228,390"
4600-4699 SIEGEL,H,2A10,2,Central Division,Aggravated Assault,Residence or House,NEAR NORTHSIDE,51,1470259800000.0,2016-08-03 16:30:00,Wednesday,August,16:30:00,29.8016169,-95.3666192,"173,195"
3200-3299 QUITMAN,B,7C20,7,Northeast Division,Burglary,"Church, Synagogue, or Tem",GREATER FIFTH WARD,55,1471644600000.0,2016-08-19 17:10:00,Friday,August,17:10:00,29.783790000000003,-95.337518,"250,444"
1500-1599 N LOOP,H,2A20,2,Central Division,Auto Theft,"Road, Street, or Sidewalk",GREATER HEIGHTS,15,1471683600000.0,2016-08-20 04:00:00,Saturday,August,04:00:00,29.8137147,-95.37950570000001,"173,195"
500-599 W 24TH,C,2A30,2,Central Division,Theft,Apartment,GREATER HEIGHTS,15,1470762000000.0,2016-08-09 12:00:00,Tuesday,August,12:00:00,29.8079035,-95.4059923,"173,195"
5000-5099 CHAPMAN,H,2A10,2,Central Division,Theft,Residence or House,NEAR NORTHSIDE,51,1471705200000.0,2016-08-20 10:00:00,Saturday,August,10:00:00,29.805094300000004,-95.3544227,"173,195"
4500-4599 EVELLA,B,7C20,7,Northeast Division,Theft,"Road, Street, or Sidewalk",GREATER FIFTH WARD,55,1471508100000.0,2016-08-18 03:15:00,Thursday,August,03:15:00,29.790970799999997,-95.32491209999999,"250,444"
8200-8299 APPLETON,H,3B50,3,North Division,Burglary,Residence or House,NORTHSIDE/NORTHLINE,45,1471846800000.0,2016-08-22 01:20:00,Monday,August,01:20:00,29.8354292,-95.3681662,"228,390"
1100-1199 BAGBY,I,1A10,1,Special Operations Division,Theft,"Road, Street, or Sidewalk",DOWNTOWN,61,1471720500000.0,2016-08-20 14:15:00,Saturday,August,14:15:00,29.760728000000004,-95.372803,"173,195"
1900-1999 CAPRON,B,7C10,7,Northeast Division,Theft,Apartment Parking Lot,GREATER FIFTH WARD,55,1471651260000.0,2016-08-19 19:01:00,Friday,August,19:01:00,29.778930199999998,-95.3331303,"250,444"
3300-3399 WHITE OAK,C,2A30,2,Central Division,Theft,"Road, Street, or Sidewalk",GREATER HEIGHTS,15,1471896000000.0,2016-08-22 15:00:00,Monday,August,15:00:00,30.045252500000004,-95.23255909999999,"173,195"
4900-4999 NORTH ,H,3B40,3,North Division,Theft,Service or Gas Station,INDEPENDENCE HEIGHTS,13,1471465800000.0,2016-08-17 15:30:00,Wednesday,August,15:30:00,29.8373311,-95.38816920000001,"228,390"
400-499 FRISCO,H,3B50,3,North Division,Theft,"Road, Street, or Sidewalk",NEAR NORTHSIDE,51,1470992400000.0,2016-08-12 04:00:00,Friday,August,04:00:00,29.8189139,-95.3675155,"228,390"
1200-1299 ASHLAND,C,2A30,2,Central Division,Theft,Driveway,GREATER HEIGHTS,15,1471341600000.0,2016-08-16 05:00:00,Tuesday,August,05:00:00,29.792469699999998,-95.4034033,"173,195"
3600-3699 LIBERTY,B,7C20,7,Northeast Division,Robbery,Bus Stop,GREATER FIFTH WARD,55,1471071660000.0,2016-08-13 02:01:00,Saturday,August,02:01:00,29.7848511,-95.33426379999999,"250,444"
400-499 PECORE,H,2A20,2,Central Division,Theft,Residence or House,GREATER HEIGHTS,15,1471364700000.0,2016-08-16 11:25:00,Tuesday,August,11:25:00,29.790596999999998,-95.3753073,"173,195"
4700-4799 MARABLE,H,3B40,3,North Division,Auto Theft,Residence or House,INDEPENDENCE HEIGHTS,13,1471626000000.0,2016-08-19 12:00:00,Friday,August,12:00:00,29.8338124,-95.3885316,"228,390"
600-699 E 27TH,C,2A30,2,Central Division,Theft,Residence or House,GREATER HEIGHTS,15,1471816800000.0,2016-08-21 17:00:00,Sunday,August,17:00:00,29.8114267,-95.3924052,"173,195"
100-199 W CROSSTIMBERS,H,3B40,3,North Division,Theft,Commercial Parking Lot or,INDEPENDENCE HEIGHTS,13,1471942200000.0,2016-08-23 03:50:00,Tuesday,August,03:50:00,29.828221600000003,-95.3998978,"228,390"
800-899 W 26TH,C,2A60,2,Central Division,Burglary,Garage or Carport,GREATER HEIGHTS,15,1471887600000.0,2016-08-22 12:40:00,Monday,August,12:40:00,29.8098554,-95.4124118,"173,195"
3300-3399 WHITE OAK,C,2A30,2,Central Division,Theft,"Road, Street, or Sidewalk",GREATER HEIGHTS,15,1471892400000.0,2016-08-22 14:00:00,Monday,August,14:00:00,30.045252500000004,-95.23255909999999,"173,195"
900-999 E HEIGHTS HOLLOW,H,2A40,2,Central Division,Burglary,"Multi-Plex Home (Duplex,T",WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1471896000000.0,2016-08-22 15:00:00,Monday,August,15:00:00,29.767993800000003,-95.3895022,"173,195"
2000-2099 JOHNSON,H,2A40,2,Central Division,Burglary,Residence or House,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1471888800000.0,2016-08-22 13:00:00,Monday,August,13:00:00,29.775275399999995,-95.3736136,"173,195"
2600-2699 NORTH ,H,2A10,2,Central Division,Auto Theft,Hotel or Motel Parking Lo,NEAR NORTHSIDE,51,1471121580000.0,2016-08-13 15:53:00,Saturday,August,15:53:00,29.727667800000003,-95.41863790000001,"173,195"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Miscellaneous Business (N,NORTHSIDE/NORTHLINE,45,1471276980000.0,2016-08-15 11:03:00,Monday,August,11:03:00,29.828934399999998,-95.3796783,"228,390"
1200-1299 MATHIS,H,2A20,2,Central Division,Auto Theft,"Road, Street, or Sidewalk",GREATER HEIGHTS,15,1471105800000.0,2016-08-13 11:30:00,Saturday,August,11:30:00,29.801741600000003,-95.37809509999998,"173,195"
